opis;klasa
"temat: brak odbioru odpadow zgodnie z harmonogramem
odpady: odpady zielone
pojemniki: worki
opis: szanowni panstwo 
informuje ,ze w dniu 06.03.2019 nie zostala wykonana usluga polegajaca na odbiorze odpadow zielonych z posesji polozonej we wroclawiu przy ul.kordeckiego 8 /54-515/ .
prosze o pilne wykonanie uslugi /stos workow z odpadami / zalega przed smietnikiem w/w posesji.po sobotniej wichurze nocnej worki roznioslo po calej ulicy.
w przypadku uszkodzenia mienia mojego lub osob trzecich ,mam nadzieje ,ze bedziecie mogli pokryc ewentualne roszczenia.
nadmieniam ,ze w poprzednim roku podobne zdarzanie mialy miejsce wielokrotnie.
prosze o informacje ,w jaki sposob prowadzony jest monitoring prowadzonych uslug i z kim bezposrednio mozna wyjasniac kazdorazowo reklamacje z swiadczonych uslug

ponadto, informuje ,ze przy ostatniej usludze wywozu odpadow papierowych w dniu 20.02.2019 nie zostaly mi dostarczone worki foliowe /2 szt/.

i ostatni problem ,to prosze o wyjasnienie kiedy zostanie wymieniony kubel na odpady papierowe?w miesiacu pazdzierniku 2018 zostala uszkodzona pokrywa kubla .
w trakcie kolejnych uslug wywozu odpadow pokrywa sie rozpadla ,a jej szczatki pozostawione obok smietnika.

prosze o pilne zajecie stanowiska w zgloszonych reklamacjach do swiadczonych uslug 
z powazaniem
marek smolinski

tel 605966711";Wywoz odpadow
"temat: uszkodzenie mienia
opis miejsca: zatrzask zamka od furtki do zatoczki na pojemniki na smieci
opis: witam, w dn. 08.03.2019 po powrocie z pracy stwierdzilem, ze do konca oderwany zostal od slupka furtki zatrzask, naderwany pare dni wczesniej, po odbiorze poprzedniej partii smieci. poniewaz jakies dwa miesiace temu naprawialem juz ten zatrzask po 'odwiedzinach' jednej z panstwa ekip, dlatego tym razem nie bede juz tego ponawial. firma, ktora 1,5 roku temu montowala mi ogrodzenie (wraz z furtka do zatoczki na pojemniki - celowo wybralem szerszy wariant, dla wygody odbierajacych) byl master k ogrodzenia ul. roslinna, wroclaw. prosze sie z nimi skontaktowac celem uzgodnienia warunkow naprawy na panstwa koszt. oderwany zatrzask oddam do dyspozycji w ustalonym przez panstwa terminie.";Inne
"temat: pas drogowy - jezdnia
dzielnica: fabryczna
opis miejsca: ulica wagonowa od numeru 10 do 36
opis: dzien dobry
ulica wagonowa od numeru 10 do 36 na calej dlugosci jest zanieczyszczona roznymi smieciami (kartony, luzy smieciowe, worki, itp.) - prosba o zlecenie sprzatania lub zadysponowanie zamiatarki.";Sprzatanie miasta
"temat: pas drogowy – przystanek
dzielnica: krzyki
opis miejsca: petla tramwajowa . ksieze male ul.opolska/katowicka
opis: liczne polamane galezie z drzew, plastiki po wichurze na torowisku i peronie petli tramwajowej. powiadomiono fb serwis godz . 00:35.";Sprzatanie miasta
"temat: przepelnienie pojemnika
odpady: zmieszane odpady komunalne
pojemniki: pojemniki 10 m3
opis: dzien dobry w zwiazku z duza iloscia odpadow zmieszanych komunalnych chcialbym sie zapytac jak mozna zwiekszyc ilosc kublow z jednego na dwa, aby mogly byc zabierane? jakie dokumenty musimy zlozyc do panstwa ?";Pojemniki/worki na odpady
"temat: uszkodzenie pojemnika – koniecznosc wymiany
odpady: zmieszane odpady komunalne
pojemniki: pojemnik 60l
opis: przy ul. dlugosza na wysokosci nr 35 pojemnik na odpady mieszane zamontowany na chodniku jest od dluzszego czasu wyrwany i przewracany przez wiatr lub/i wandali.";Sprzatanie miasta
"temat: brak odbioru odpadow zgodnie z harmonogramem
odpady: odpady zielone
pojemniki: worki
opis: odpady zielone w workach (15 szt.) oraz grubsze, pociete galezie";Wywoz odpadow
"temat: brak odbioru odpadow zgodnie z harmonogramem
odpady: papier i tektura
pojemniki: pojemniki 60-1100 l
opis: dzien dobry
      wedlug harmonogramu w dniu 08.03.2019r. powinny zostac odebrane w naszej placowce odpady a dokladnie papier i tektura, jednakze do dnia dzisiejszego odpady nie zostaly zabrane. ze wzgledu na duza placowke, posiadamy duza ilosc kartonow i opakowan papierowych i przy braku terminowego odbioru odpadow utrudnia nam to funkcjonowanie. zwracamy sie z prosba o mozliwie jak najszybszy wywoz odpadow papierowych.
pozdrawiam
monika wojtasik - pracownik administracyjny wzz";Wywoz odpadow
"temat: przepelnienie pojemnika
odpady: odpady ze szkla
pojemniki: pojemniki 60-1100 l
opis: szanowni panstwo, prosze o odbior szkla z dwoch pojemnikow z nieruchomosci dmowskiego ii (wroclaw, ul. r. dmowskiego 19 g, h, j, k) oraz o dokonanie zmian w  czestotliwosci odbioru szkla - o jego zwiekszenie.
z powazaniem 
anna cichowicz";Wywoz odpadow
"temat: tereny zewnetrzne – inne
dzielnica: srodmiescie
opis miejsca: oslona smietnika na przeciwko budynku przy .ul.s.sempolowskiej34 wroclaw
opis: prosze o informacje kto powinien posprzatac oslone smietnika? w oslonie smietnikowej lezy pelno smieci i ceramiki lazienkowej takze nie mozna wstawic wszystkich kublow, ktore od jesieni stoja na chodniku i utrudniaja przejscie. zglaszalam zarzadcy budynku, firmie fontis , odpowiedzieli mi ze to nie do nich nalezy. smietnik znajduje sie na przeciwko budynku przy ul.sempolowskiej 34.";Inne
"temat: brak worka na odpady
odpady: odpady zielone
pojemniki: worek 120l
opis: prosze o dostarczenie wiekszej ilosci workow ze wzgledu na ogromny teren.";Pojemniki/worki na odpady
"temat: przepelnienie pojemnika
odpady: tworzywa sztuczne, metale, opakowania wielomaterialowe
pojemniki: pojemniki 60-1100 l
opis: od jakiegos czasu nie sa odbierane plastiki z podworka walbrzyska 23, 23a,b,c,d,e (wspolny pojemnik). odbior nie widnieje tez w harmonogramie w aplikacji 'kiedy wywoz'. pojemnik jest przepelniony, a wiatr rozrzuca lekkie plastikowe odpady po okolicy.";Wywoz odpadow
"temat: przepelnienie pojemnika
odpady: zmieszane odpady komunalne
pojemniki: pojemniki 60-1100 l
opis: przepelnione wszystkie rodzaje pojemnikow oraz worki z  odpadami zielonymi";Wywoz odpadow
"temat: inne
opis: zwracam sie z prosba o podanie indywidualnego numeru rachunku bankowego do oplat za gospodarowanie odpadami  komunalnymi odnosnie adresu: wroclaw ul.drzewieckiego 52a.
bernadeta borzecka
piekarnia hert sp. z o.o.
ul.wroclawska 6
55-220 jelcz-laskowice";Inne
"temat: inne
opis: zwracam sie z prosba o przeslanie indywidualnego numeru rachunku bankowego do oplat za gospodarowanie odpadami komunalnymi odnoscie adresu: wroclaw ul.strachowskiego 3.
bernadeta borzecka
piekarnia hert sp. z o.o.
ul.wroclawska 6
55-220 jelcz-laskowice";Inne
"temat: brak odbioru odpadow zgodnie z harmonogramem
odpady: papier i tektura
pojemniki: pojemniki 60-1100 l
opis: dotyczy ul. powstancow slaskich 209 -zajezdnia tramwajowa nr 4 
prosze o natychmiastowy odbior papieru i tektury przy ul. powstancow slaskich 209 -zajezdnia tramwajowa nr 4 w zwiazku z brakiem odbioru  w dniu 8.03.2019. zglaszam  takze, ze od kilku tygodni  odbior odpadow  nie odbywa sie zgodnie z harmonogramem prosze o skuteczna interwencje w tej sprawie.";Wywoz odpadow
"temat: uszkodzenie pojemnika – koniecznosc wymiany
odpady: tworzywa sztuczne, metale, opakowania wielomaterialowe
pojemniki: pojemnik120l
opis: brak klapy pojemnika";Pojemniki/worki na odpady
"temat: pas drogowy – zielence
dzielnica: fabryczna
opis miejsca: ul. koizanowska  przy skrzyzowaniu z ul. ignuta
opis: odpady w pasie drogowym - drzwi.";Sprzatanie miasta
"temat: pas drogowy – kosze
dzielnica: psie pole
opis miejsca: ul. bierutowska, na wysokosci numeru 2, przy przejsciu dla pieszych
opis: uszkodzony, wyrwany kosz uliczny wraz z kostka chodnikowa do ktorej byl przytwierdzony.";Sprzatanie miasta
"temat: przepelnienie pojemnika
odpady: zmieszane odpady komunalne
pojemniki: pojemniki 60-1100 l
opis: dzien dobry, 
prosze o oproznienie pojemnikow, sa przepelnione, smieci leza obok , 
monika swistowska";Wywoz odpadow
"temat: przepelnienie pojemnika
odpady: odpady ze szkla
pojemniki: pojemniki 60-1100 l
opis: dzien dobry,
 ekipa odbierajaca szklo w dniu dzisiejszym na osiedlu przy miedzyleskiej 1-3g we wroclawiu, nie schowala pojemnikow do wiat smietnikowych, zwracamy sie z prosba, aby pojemniki byly chowane do wiat. pojemniki pozostawione poza wiatami powoduja dezorganizacje na osiedlu.z gory dziekuje. olga fediura";Pojemniki/worki na odpady
"temat: podstawienie dodatkowego pojemnika na odpady
odpady: zmieszane odpady komunalne
pojemniki: pojemnik 1100l
opis: dzien dobry,
prosze o dostawienie dodatkowego pojemnika na odpady zmieszane od oslony smietnikowej graniczna 2aa-2ak od strony leroy, przy skrzyzowaniu z factory.";Pojemniki/worki na odpady
"temat: inne
opis miejsca: sklep aligator - adres do korespondencji psh livio plussp. z o.o. ul. cieplownicza 8 35-322 rzeszow
opis: prosze o przeslanie umowy na odbior odpadow ze sklepu spozywczego sieci livio plus (aligator). w zalaczeniu przesylam odpis krs. konieczne jest wskazanie miejsca w ktorym zostanie ustawiony pojemnik (1100l) na odpady zmieszane lub pojemniki na odpady segregowane.";Inne
"temat: tereny zewnetrzne – inne
dzielnica: fabryczna
opis miejsca: miedzy blokami nr 13 i 19
opis: teren znajduje sie pomiedzy blokami kokosowa 11-13 i kokosowa 19.
mieszkancy zglaszaja tez, ze nie sa sprzatane trawniki wzdluz ulicy wojanowskiej.";Sprzatanie miasta
"temat: pas drogowy – zielence
dzielnica: fabryczna
opis miejsca: smieci znajduja sie przy ulicy stefana batorego, wzdluz drogi, na drodze oraz przy skrzyzowaniu z trzmielowicka, jak rowniez wzdluz ulicy trzmielowickiej. 
nie ma mozliwosci wykonania zgloszenia dot. ulicy batorego przez brak numeracji - formularz do poprawienia.
opis: rozne duze odpady na i przy drodze, szklo, opony itd...";Sprzatanie miasta
"temat: pas drogowy – zielence
dzielnica: fabryczna
opis miejsca: teren zielony przy drodze
opis: smieci,butelki, galezie itd";Sprzatanie miasta
"temat: jak postepowac z odpadami
opis: dzien dobry, mam pytanie dotyczace odpadow z tworzyw sztucznych. czy np. puszki po karmie, pojemniki po zywnosci itp. maja byc dokladnie umyte przed wyrzuceniem? w poradnikach mowa jest o 'umytych butelkach po olejach spozywczych', a nie ma nigdzie informacji, ze konieczne jest umycie np. kubeczka po jogurcie, wiec chcialabym sie co do tego upewnic. 
pozdrawiam";Segregacja
"temat: tereny zewnetrzne – wnetrza podworzowe
dzielnica: krzyki
opis miejsca: wnetrze podworzowe wandy, krakusa,hallera,powstancow sl.
opis: na skwerkach z zielenia blisko budynkow leza puszki papiery itp. zauwazalny nielad i brak oczyszczenia tego terenu z nieczystosci zwlaszcza na pasie zieleni przy budynku ul.krakusa 6,8 we wroclawiu.";Sprzatanie miasta
"temat: tereny zewnetrzne – wnetrza podworzowe
dzielnica: krzyki
opis miejsca: zaporoska 64-70
opis: prosze o udzielenie odpowiedzi na jakim etapie jest moja sprawa. korespondencja w zalaczeniu.
czy firma zostala ukarana? 
na marginesie, do dzis lezy kupa piasku przy sklepiku z pieczywem, ktora nie zostala ani rozsypana w okresie zimowym ani nie uprzatnieta.";Inne
"temat: tereny zewnetrzne – wnetrza podworzowe
dzielnica: fabryczna
opis miejsca: grabiszynska 124a-124d
opis: w dniu wczorajszym otrzymalismy zgloszenie od jednego z najemcow o koniecznosci posprzatania wokol budynkow od numerow 124a-124d i mzo. prosze o uprzatniecie terenu.";Sprzatanie miasta
"temat: inne
opis miejsca: rod paprotka, dzialka nr 9
opis: dzien dobry, nawiazujac do zgloszenia nr id #67557 i rozmowy telefonicznej z panstwem, prosze o podstawienie kontenera 7 m3 na odpady zielone (galezie, pnie). 
dziekuje.";Pojemniki/worki na odpady
"temat: brak odbioru odpadow zgodnie z harmonogramem
odpady: zmieszane odpady komunalne
pojemniki: pojemniki 60-1100 l
opis: witam,
lokatorzy zglaszaja duze przepelnienie pojemnikow w oslonie smietnikowej, brak wywozu wg harmonogramu.";Wywoz odpadow
"temat: pas drogowy – zielence
dzielnica: fabryczna
opis miejsca: pas drogowy ul. na ostatnim groszu 66-106
opis: prosze o posprzatanie w/w pasa zieleni, dz. nr 18/1 am 15";Sprzatanie miasta
"temat: przepelnienie pojemnika
odpady: papier i tektura
pojemniki: pojemniki 60-1100 l
opis: dzien dobry,
brak odbioru odpadow - papier i tektura, na osiedlu miedzyleska 1-3g we wroclawiu, kontenery sa przepelnione.
prosimy o zwiekszenie czestotliwosci odbioru odpadow, poniewaz obecna czestotliwosc powoduje nadmierne przepelnianie kontenerow, przez co mieszkancy zostawiaja smieci, pod kontenerami, ekipy odbierajace odpady nie zabieraja tych odpadow zostawionych pod kontenerami, co powoduje balagan na osiedlu.
bede wdzieczna za zwiekszenie czestotliwosci odbioru papieru oraz o odbieranie ich w terminie.
z gory dziekuje,
olga fediura";Wywoz odpadow
"temat: pas drogowy – chodnik
dzielnica: fabryczna
opis miejsca: chodnik przy ulicy ostrodzkiej, na odcinku od nr 8 do ulicy mragowskiej.
opis: zwracam sie o odczyszczenie chodnika przy ulicy ostrodzkiej z ziemi i trawy";Sprzatanie miasta
"temat: pas drogowy – zielence
dzielnica: krzyki
opis miejsca: od skrzyzowania z ul. moscickiego - wzdluz rzeczki brochowki do polaczenia z ul. leonarda da vinci (wg zalaczonej mapki)
opis: zanieczyszczenie odpadami: glownie plastikowe torebki i butelki + jedno krzeslo obrotowe";Sprzatanie miasta
"temat: inne
opis miejsca: oslona smietnikowa na terenie nieruchomosci przy ul. klimasa 37-43e.
opis: prosze o informacje czy jest mozliwosc odbioru z nieruchomosci zuzytych baterii przez firme odbierajaca odpady? rozumiem, ze pojemnik na baterie wspolnota zakupuje we wlasnym zakresie?";Segregacja
"temat: pas drogowy – zielence
dzielnica: krzyki
opis miejsca: od skrzyzowania z ul. topolowa do ul. gazowej. po obu pasach zieleni. jak na zalaczonej mapce
opis: zanieczyszczenie terenow zielonych przyleglych do jezdni glownie odpadami plastikowymi: butelki, torebki foliowe. czesc zanieczyszczen pozostawiana przez sprzedajacych na skrzyzowaniach.";Sprzatanie miasta
"temat: pas drogowy – zielence
dzielnica: krzyki
opis miejsca: ulica semaforowa na odcinku od ul. laotanskiej do ul centarlnej - po obu pasach drogi - jak na zaznaczonych terenach za zalaczonej mapie.
opis: zanieczyszczenie terenow zielonych odpadami plastikowymi, glownie butelki i torby jednorazowe";Sprzatanie miasta
"temat: brak worka na odpady
odpady: tworzywa sztuczne, metale, opakowania wielomaterialowe
pojemniki: pojemnik 240l
opis: dzien dobry,
z ul. mickiewicza 24 we wroclawiu od dluzszego czasu nie sa odbierane tworzywa sztuczne, nie mamy juz takze workow na tworzywa sztuczne. worki do odebrania stoja gotowe na ulicy juz od ponad tygodnia. 
pozdrawiam
agata dziasko";Wywoz odpadow
"temat: inne
opis miejsca: oslona smietnikowa ul. krucza 118
opis: prosze o zwrocenie uwagi firmie odbierajacej opady z ww adresu, poniewaz notorycznie zostawiaja otwarta oslone smietnikowa.";Inne
"temat: uszkodzenie pojemnika – koniecznosc wymiany
odpady: zmieszane odpady komunalne
pojemniki: pojemnik 1100l
opis: witam, 
ponownie zwracam sie do panstwa o zabranie zniszczonego przewroconego pojemnika na odpady. sprawa ciagnie sie od ubieglego roku";Pojemniki/worki na odpady
"temat: zamien worek na pojemnik
odpady: odpady zielone
pojemniki: pojemnik 240l
opis: prosze o dostawe pojemnika na odpady zielone z mojego ogrodu - liscie , drobne galezie, trawa itp";Pojemniki/worki na odpady
"temat: pas drogowy – zielence
dzielnica: krzyki
opis miejsca: plac i pas zielenie pomiedzy tyrowiskiem na ulicy przyjazni, krzycka 85 i krzycka 83-83a,b,c
opis: po ostatnich wichurach wiatr nawial sporo smieci na terenie zielonym pomiedzy ulica przyjazni a okolicznymi blokami przy krzyckiej 83 i 85. prosilbym o uprzatniecie smieci na wskazanym terenie.";Sprzatanie miasta
"temat: brak odbioru odpadow zgodnie z harmonogramem
odpady: tworzywa sztuczne, metale, opakowania wielomaterialowe
pojemniki: pojemniki 60-1100 l
opis: witam, 
zglaszam brak wywozu odpadow zgodnie z harmonogramem. prosze o pilna interwencje.";Wywoz odpadow
"temat: dzikie wysypiska
dzielnica: krzyki
opis miejsca: tereny wzdluz sciezki od ronda przy ulicy porannej do ogrodkow dzialkowych rod dolinka.
opis: prosze o uprzatniecie smieci z terenow wzdloz sciezki od ronda przy ulicy porannej 39 do rod dolinka. 
caly teren wzdluz sciezki pelny jest smieci pozostawionych przez okolicznych mieszkancow oraz bezdomnych. zglaszalem ten teren do sprzatania w zeszlym roku, otrzymalem nawet meila z informacja ze teren jest w planach do sprzatania, niemniej przez caly rok ani razu nie zostalo nic zrobione. poza tym teraz jest dobry okres na posprzatanie tego terenu zanim wegetacja roslin przysloni ponownie wszystkie smieci.";Sprzatanie miasta
"temat: brak odbioru odpadow zgodnie z harmonogramem
odpady: zmieszane odpady komunalne
pojemniki: pojemniki 60-1100 l
opis: dzien dobry
po raz kolejny nie sa wywozone zmieszane odpady komunalne przy ul. buforowej 91 (niestety w wykazie tego nr nie ma - podany jest najblizszy sasiadujacy tj. 93). zgodnie z harmonogramem wywozu smieci co tydzien w kazdy piatek tj. 1,8,15,22,29.03.powinien byc pojemnik na odpady oprozniany! niestety, nie jest oprozniany, mimo, ze kubel stoi na zewnatrz posesji, jest oklejony 'buforowa 91'. dojazd do tego pojemnika niestety jest utrudniony przez przebudowe ulicy buforowej ale objazd przez nowe osiedle ul. komedy/kajdasza do klasztornej  i skret w prawo do 'oznaczonego pojemnika na odpady' nie jest chyba taka przeszkoda!!!  
prosze o jak najszybsze zalatwienie tej sprawy.
prosze o";Wywoz odpadow
"temat: tereny zewnetrzne – inne
dzielnica: fabryczna
opis miejsca: mielecka 19- ogrodki obok bramy wejsciowej od ulicy,
opis: na wniosek wlascicieli ze wm mielecka 19 prosze o uprzatniecie terenu od strony ulicy-ogrodki pod budynkiem, na tym terenie zalega mnostwo odpadow. prosze o interwencje.";Sprzatanie miasta
"temat: inne
opis miejsca: wnetrze podworzowe garbary 9-11od strony wieziennej
opis: witam,
ponawiamy zgloszenie, w sprawie pojemnikow na odpady komunalne, ktore zostaly przepchniete na teren nalezacy do uniwersytetu wroclawskiego. prosimy o pilna interwencje, smieci sa porozrzucane po calym wnetrzu. w zalaczeniu zdjecie.
pozdrawiam
katarzyna weremczuk";Sprzatanie miasta
"temat: tereny zewnetrzne – wnetrza podworzowe
dzielnica: stare miasto
opis miejsca: wnetrze podworzowe garbary 9-11 od strony wieziennej
opis: witam,
zglaszamy wnetrze podworzowe, smieci sa porozrzucane po calym wnetrzu i kontenery na odpady komunalne stoja na dzialce uniwersytetu wroclawskiego. prosimy o pilna interwencje.
pozdrawiam
katarzyna weremczuk";Sprzatanie miasta
"temat: pas drogowy - jezdnia
dzielnica: fabryczna
opis miejsca: ul. grochowa kierunek od ul. jemiolowej do ul. kwasnej, strona prawa, na odcinku 50m przed i na skrzyzowaniu z ul. jemiolowa..
opis: zanieczyszczone wodoscieki.";Sprzatanie miasta
"temat: brak odbioru odpadow zgodnie z harmonogramem
odpady: tworzywa sztuczne, metale, opakowania wielomaterialowe
pojemniki: pojemniki 60-1100 l
opis: zglaszam brak wywozu odpadow plastyki";Wywoz odpadow
"temat: zapytanie o harmonogram
odpady: tworzywa sztuczne, metale, opakowania wielomaterialowe
pojemniki: pojemniki 60-1100 l
opis: dzien dobry
prosze o wskazanie harmonogramu odbioru odpadow selektywnie zbieranych: papier, tektura, tworzywa sztuczne, metale.
pozdrawiam";Wywoz odpadow
"temat: brak worka na odpady
odpady: odpady zielone
pojemniki: pojemnik120l
opis: prosze o przekazanie 1000 sztuk workow na stare liscie.";Pojemniki/worki na odpady
"temat: pas drogowy – kosze
dzielnica: psie pole
opis miejsca: ul. zmudzka, vis-a-vis nr zmudzka 1-11, chodnik/pobocze gruntowe
opis: uszkodzony kosz uliczny lezy na chodniku. brak informacji o miejscu pierwotnego ustawienia.";Sprzatanie miasta
"temat: brak worka na odpady
odpady: tworzywa sztuczne, metale, opakowania wielomaterialowe
pojemniki: worek 120l
opis: drugi raz z rzedu nie otrzymalismy workow pomimo ze wystawiamy pelne . dnia dzisiejszego tj.12.03.19 byl odbior a worka brak. prosze o dostarczenie poniewaz nie mam w domu juz zapasowych. prosze rowniez o worki na odpady zielone podobna sytuacja.";Pojemniki/worki na odpady
"temat: brak worka na odpady
odpady: odpady zielone
pojemniki: worek 120l
opis: witam,
bardzo prosze zmobilizowac pracownikow wywozacych odpady zielone przy ulicy kreslarskiej we wroclawiu o pozostawianie workow (brazowe worki). dzis czyli 12.03.2019 podczas mojej nieobecnosci zabrano wystawione 6 workow z odpadami. niestety kolejny raz nie pozostawiono workow. sytuacja taka powtarza sie notorycznie. tydzien temu bylo podobnie. ostatnio zmuszony bylem pozyczac worki od sasiadow bo swoich juz nie posiadam. okolo miesiaca temu pan  zabierajac odpady zielone zrobil 'wielkie oczy' gdy poprosilem o worki. nawet nie mial przy sobie 4 jakie zostawilem, dal mi jeden jaki mial pod reka. sezon ogrodowy sie rozpoczyna. prosze o dostarczenie odpowiedniej ilosci workow na ulice kreslarska 4 we wroclawiu, poniewaz trudno bedzie mowic o jakiejkolwiek segregacji skoro kuleje tak podstawowa kwestia jak worki na odpady - grzegorz pietrzak";Pojemniki/worki na odpady
"temat: brak odbioru odpadow zgodnie z harmonogramem
odpady: odpady zielone
pojemniki: worki
opis: w dn. 12.03.2019 trzy worki z zielonymi odpadami zostaly odebrane zgodnie z harmonogramem, jednak nie pozostawiono zadnego pustego! nieco mniej drastyczna sytuacja miala miejsce w poprzednim tygodniu, kiedy w miejsce 3 workow zostawiono na odpady zielone dwa.";Pojemniki/worki na odpady
"temat: tereny zewnetrzne – wnetrza podworzowe
dzielnica: psie pole
opis miejsca: teren przy smietnikach,oraz przy barakach stalowych.
opis: prosze o zlecenie uporzadkowania terenu.na terenie zalegaja podrzucone smieci gabarytowe, meble,plyty.";Sprzatanie miasta
"temat: brak odbioru odpadow zgodnie z harmonogramem
odpady: papier i tektura
pojemniki: pojemniki 60-1100 l
opis: od ponad tygodnia nie sa wywozone zadne smieci, mamy przepelnione wszystkie kosze i pojemniki, prosze o pilna interwencje";Wywoz odpadow
"temat: inne
opis miejsca: lokalizacja mzo w podworku za budynkiem.
opis: spolka ' zarzadca' na wniosek mieszkancow informuje, ze brygada odbierajaca odpady komunalne nie odstawia na miejsce oproznionych pojemnikow. czesto pozostawiaja je w bramie przejazdowej, co powoduje blokowanie przechodu i przejazdu, a takze nieprzyjemny zapach, ktory dostaje sie na klatke schodowa. prosze o zwrocenie uwagi za co z gory dziekuje.";Pojemniki/worki na odpady
"temat: tereny zewnetrzne – wnetrza podworzowe
dzielnica: fabryczna
opis miejsca: z tylu pralni tj. mzo za przejazdem pod budynkiem w ul. oporowska.
opis: otrzymalismy zgloszenie o rozrzuconych odpadach przy mzo. na miejscu zastano wyrzucone przez nieznane osoby wielkogabaryty. prosze o ich zabranie i uprzatniecie terenu wokol.";Sprzatanie miasta
"temat: brak odbioru odpadow zgodnie z harmonogramem
odpady: odpady zielone
pojemniki: worki
opis: nie zabrano odpadow zgodnie z harmonogramem czyli 4 marca br";Wywoz odpadow
"temat: dzikie wysypiska
dzielnica: krzyki
opis miejsca: zwracam sie z prosba o uprzatniecie i uporzadkowanie terenu zielonego przy ul. owocowej 3/gazowej 3 (przy siedzibie firmy autos) (boczna gazowej) miedzy ogrodzeniem gazowni, a ogrodkami dzialkowymi w strone linii kolejowej.
opis: wzdluz calego ogrodzenia leza smieci, lisci, butelki, jest kilka niewielkich dzikich wysypisk z gabarytami. tern jest miejscem dojscia do wzgorza tarnogajskiego i jest spacerow mieszkancow dzielnicy.";Sprzatanie miasta
"temat: inne
opis miejsca: ul. alfreda jahna 27/1
opis: dzien dobry, jestem nowym klientem. niestety jeszcze nie otrzymalam poczta numeru konta bankowego do platnosci i nie moge regulowac rachunkow. czy moglabym prosic o taka informacje na konto mailowe? dziekuje z gory, pozdrawiam paulina dyrda";Inne
"temat: brak worka na odpady
odpady: papier i tektura
pojemniki: worek 120l
opis: bardzo prosimy o dostarczenie workow na papier i tekture oraz plastiki. 
dziekujemy";Pojemniki/worki na odpady
"temat: brak odbioru odpadow zgodnie z harmonogramem
odpady: zmieszane odpady komunalne
pojemniki: pojemniki 60-1100 l
opis: brak odbioru odpadow zgodnie z harmonogramem, prosze o interwencje.";Wywoz odpadow
"temat: brak odbioru odpadow zgodnie z harmonogramem
odpady: odpady ze szkla
pojemniki: worki
opis: nie wywiezione odpady szklo zgodnie z harmonogramem wywozu.";Wywoz odpadow
"temat: przepelnienie pojemnika
odpady: tworzywa sztuczne, metale, opakowania wielomaterialowe
pojemniki: pojemniki 60-1100 l
opis: w dalszym ciagu pojemniki sa zapelnione wszystkie rodzaje oraz worki z odpadami zielonymi, zgloszenie wczesniejsze nr#68424, totalny brud i nie lad nie ma jak wejsc  do pomiesczenia.";Wywoz odpadow
"temat: podstawienie dodatkowego pojemnika na odpady
odpady: zmieszane odpady komunalne
pojemniki: pojemnik 1100l
opis: prosze o wyznaczenie dodatkowego kontenera na smieci dla firmy hairmed sp. z o.o.";Pojemniki/worki na odpady
"temat: dzikie wysypiska
dzielnica: srodmiescie
opis miejsca: ul. mickiewicza, na odcinku od ul. konarskiego do ul. kosynierow gdynskich
opis: zwracam sie z prosba uporzadkowanie terenu na sepolnie, wzdluz ul. mickiewicza, na odcinku od ul. konarskiego do ul. kosynierow gdynskich. wzdluz ulicy od wielu tygodni zalegaja odpady wielkogabarytowe. 
z uwagi na to, ze jest to problem notoryczny, zwracam sie z prosba o zastosowanie rozwiazania systemowego, ktore zapobiegnie temu procederowi. pojedyncza akcja sprzatania jest niezbedna, jednak nie przyniesie oczekiwanych rezultatow. chcialabym przy tym zaznaczyc, ze nie jest dobrym rozwiazaniem postawienie w tym miejscu wielkogabarytowego kontenera, z uwagi na to ze oslabia to efekt wizualny i estetyczny wjazdu na osiedle, wpisane do rejestru zabytkow, poza tym bedzie przyciagalo kolejnych chetnych do wyrzucania tam niepotrzebnych mebli, opon, odpadow budowlanych, jak ma to miejsce teraz. prosze zwrocic uwage, ze takich wysypisk tworzy sie tam klika na odcinku 200 m. tym bardziej podstawienie tam jednego kontenera, jak to mialo miejsce ostatnio, w zaden sposob nie rozwiazuje problemu.
oczekuje sprawnego i szybkiego zajecia sie sprawa. stan obecny trwa juz przynajmniej kilka tygodni.";Sprzatanie miasta
"temat: brak odbioru odpadow zgodnie z harmonogramem
odpady: papier i tektura
pojemniki: pojemniki 60-1100 l
opis: witam, 
po raz kolejny zglaszam brak wywozu odpadow zgodnie z harmonogramem. prosze o pilna interwencje.";Wywoz odpadow
"temat: brak worka na odpady
odpady: odpady zielone
pojemniki: pojemnik 1100l
opis: dzien dobry,
prosze o dostarczenie 100 workow na odpady zielone. 
z powazaniem";Pojemniki/worki na odpady
"temat: mycie pojemnika
odpady: zmieszane odpady komunalne
pojemniki: pojemnik 1100l
opis: prosze o potwierdzenie przyjecia zgloszenia";Pojemniki/worki na odpady
"temat: dzikie wysypiska
dzielnica: krzyki
opis miejsca: teren pomiedzy ul pionierow 1 a 3 - jak na dolaczonej mapie.
opis: zanieczyszczenia glownie plastikiem,  stare meble i rtv.";Sprzatanie miasta
"temat: jak postepowac z odpadami
opis: gdzie moge oddac zuzyty olej z frytownicy? jestem prywatna osoba.";Segregacja
"temat: dzikie wysypiska
dzielnica: krzyki
opis miejsca: teren przylegajacy do ulicy warszawskiej od numeru 4 do skrzyzowania z ul. laotanska - miejsca oznaczone na zalaczonej mapie.
opis: odpady zmieszane: plastik, czesci elektroniki.";Sprzatanie miasta
